Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Kenya,KEN,2001,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.962180018424988
Kenya,KEN,2000,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.970409989356995
Kenya,KEN,1999,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.962199985980988
Kenya,KEN,1988,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.91855001449585
Kenya,KEN,1987,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.909250020980835
Kenya,KEN,1986,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.907159984111786
Kenya,KEN,1985,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.899940013885498
Kenya,KEN,1984,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.904709994792938
Kenya,KEN,1983,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.89342999458313
Kenya,KEN,1982,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.89385998249054
Kenya,KEN,1981,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.889050006866455
Kenya,KEN,1980,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.876540005207062
Kenya,KEN,1975,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.812479972839355
Kenya,KEN,1974,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.78328001499176
Kenya,KEN,1973,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.734579980373383
Kenya,KEN,1972,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.712670028209686
Kenya,KEN,1971,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.693899989128113
Kenya,KEN,1970,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.671800017356873
Kenya,KEN,2016,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,102.200240064297
Kenya,KEN,2015,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,101.341661933882
Kenya,KEN,2014,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,98.9917446562973
Kenya,KEN,2005,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,87.8424377441406
Kenya,KEN,2004,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,86.0388488769531
Kenya,KEN,1981,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,81.0017013549805
Kenya,KEN,1980,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,81.7471771240234
Kenya,KEN,1979,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,84.2447891235352
Kenya,KEN,1978,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,64.0457077026367
Kenya,KEN,1977,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,62.7918281555176
Kenya,KEN,1976,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,58.827880859375
Kenya,KEN,1975,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,57.1720314025879
Kenya,KEN,1973,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,53.0775909423828
Kenya,KEN,1972,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,51.9437484741211
Kenya,KEN,1971,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,49.0139083862305
Kenya,KEN,1970,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,47.2711601257324
Kenya,KEN,2023,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,39.9
Kenya,KEN,2022,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,41.1
Kenya,KEN,2021,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,41.9
Kenya,KEN,2020,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,42.8
Kenya,KEN,2019,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,43.3
Kenya,KEN,2018,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,44.3
Kenya,KEN,2017,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,45.3
Kenya,KEN,2016,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,46
Kenya,KEN,2015,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,47.4
Kenya,KEN,2014,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,48.8
Kenya,KEN,2013,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,50
Kenya,KEN,2012,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,51.2
Kenya,KEN,2011,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,52.2
Kenya,KEN,2010,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,53.5
Kenya,KEN,2009,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,55.4
Kenya,KEN,2008,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,58.2
Kenya,KEN,2007,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,63.2
Kenya,KEN,2006,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,67.1
Kenya,KEN,2005,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,71.5
Kenya,KEN,2004,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,76.6
Kenya,KEN,2003,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,81.6
Kenya,KEN,2002,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,86.6
Kenya,KEN,2001,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,91.6
Kenya,KEN,2000,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,96.3
Kenya,KEN,1999,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,100.6
Kenya,KEN,1998,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,104.2
Kenya,KEN,1997,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,107
Kenya,KEN,1996,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,108.9
Kenya,KEN,1995,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,110
Kenya,KEN,1994,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,110.2
Kenya,KEN,1993,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,109.3
Kenya,KEN,1992,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,107.4
Kenya,KEN,1991,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,104.6
Kenya,KEN,1990,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,101.4
Kenya,KEN,1989,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,98.5
Kenya,KEN,1988,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,96.3
Kenya,KEN,1987,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,95.1
Kenya,KEN,1986,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,94.9
Kenya,KEN,1985,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,95.7
Kenya,KEN,1984,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,97.4
Kenya,KEN,1983,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,99.8
Kenya,KEN,1982,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,102.6
Kenya,KEN,1981,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,105.9
Kenya,KEN,1980,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,109.6
Kenya,KEN,1979,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,113.5
Kenya,KEN,1978,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,117.8
Kenya,KEN,1977,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,122.3
Kenya,KEN,1976,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,126.7
Kenya,KEN,1975,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,131.2
Kenya,KEN,1974,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,135.4
Kenya,KEN,1973,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,139.5
Kenya,KEN,1972,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,143.3
Kenya,KEN,1971,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,146.9
Kenya,KEN,1970,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,150.3
Kenya,KEN,1969,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,153.5
Kenya,KEN,1968,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,156.6
Kenya,KEN,1967,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,159.5
Kenya,KEN,1966,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,162.5
Kenya,KEN,1965,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,165.9
Kenya,KEN,1964,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,170
Kenya,KEN,1963,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,175
Kenya,KEN,1962,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,181.1
Kenya,KEN,1961,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,188.3
Kenya,KEN,1960,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,196.3
Kenya,KEN,2022,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,9.8
Kenya,KEN,2016,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,13
Kenya,KEN,2014,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,11.2
Kenya,KEN,2011,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,12.4
Kenya,KEN,2008,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,16.5
Kenya,KEN,2005,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,18
Kenya,KEN,2003,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,16.4
Kenya,KEN,2000,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,17.1
Kenya,KEN,1998,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,17.8
Kenya,KEN,1994,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,17.9
Kenya,KEN,1993,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,19.4
Kenya,KEN,2022,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,46.9
Kenya,KEN,2021,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,46.4
Kenya,KEN,2020,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,44.4
Kenya,KEN,2015,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,37.7
Kenya,KEN,2005,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,44.6
Kenya,KEN,1997,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,32.6
Kenya,KEN,1994,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,32
Kenya,KEN,1992,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,32
Kenya,KEN,2024,Population growth (annual %),SP.POP.GROW,1.95751431565234
Kenya,KEN,2023,Population growth (annual %),SP.POP.GROW,1.98296028478422
Kenya,KEN,2022,Population growth (annual %),SP.POP.GROW,1.92297608206469
Kenya,KEN,2021,Population growth (annual %),SP.POP.GROW,1.90040858948898
Kenya,KEN,2020,Population growth (annual %),SP.POP.GROW,1.96197633664853
Kenya,KEN,2019,Population growth (annual %),SP.POP.GROW,1.96381549826771
Kenya,KEN,2018,Population growth (annual %),SP.POP.GROW,2.03083744189606
Kenya,KEN,2017,Population growth (annual %),SP.POP.GROW,2.17412854990493
Kenya,KEN,2016,Population growth (annual %),SP.POP.GROW,2.20775684612709
Kenya,KEN,2015,Population growth (annual %),SP.POP.GROW,2.2270329432256
Kenya,KEN,2014,Population growth (annual %),SP.POP.GROW,2.33901192230694
Kenya,KEN,2013,Population growth (annual %),SP.POP.GROW,2.47210752389349
Kenya,KEN,2012,Population growth (annual %),SP.POP.GROW,2.6080744180495
Kenya,KEN,2011,Population growth (annual %),SP.POP.GROW,2.75013743696978
Kenya,KEN,2010,Population growth (annual %),SP.POP.GROW,2.90158845467743
Kenya,KEN,2009,Population growth (annual %),SP.POP.GROW,3.0211086032266
Kenya,KEN,2008,Population growth (annual %),SP.POP.GROW,3.02964938264436
Kenya,KEN,2007,Population growth (annual %),SP.POP.GROW,3.02220921188685
Kenya,KEN,2006,Population growth (annual %),SP.POP.GROW,3.04704867411558
Kenya,KEN,2005,Population growth (annual %),SP.POP.GROW,3.07223123352542
Kenya,KEN,2004,Population growth (annual %),SP.POP.GROW,3.10482476419105
Kenya,KEN,2003,Population growth (annual %),SP.POP.GROW,3.08528898836117
Kenya,KEN,2002,Population growth (annual %),SP.POP.GROW,3.14626442047843
Kenya,KEN,2001,Population growth (annual %),SP.POP.GROW,3.13629206541925
Kenya,KEN,2000,Population growth (annual %),SP.POP.GROW,3.01293994477925
Kenya,KEN,1999,Population growth (annual %),SP.POP.GROW,2.88430050146184
Kenya,KEN,1998,Population growth (annual %),SP.POP.GROW,2.75957646009425
Kenya,KEN,1997,Population growth (annual %),SP.POP.GROW,2.73276496655617
Kenya,KEN,1996,Population growth (annual %),SP.POP.GROW,2.75278021555245
Kenya,KEN,1995,Population growth (annual %),SP.POP.GROW,2.83906557159965
Kenya,KEN,1994,Population growth (annual %),SP.POP.GROW,2.903399231403
Kenya,KEN,1993,Population growth (annual %),SP.POP.GROW,2.96883713169678
Kenya,KEN,1992,Population growth (annual %),SP.POP.GROW,3.06483168454324
Kenya,KEN,1991,Population growth (annual %),SP.POP.GROW,3.23997624716531
Kenya,KEN,1990,Population growth (annual %),SP.POP.GROW,3.44045635367696
Kenya,KEN,1989,Population growth (annual %),SP.POP.GROW,3.50683931732563
Kenya,KEN,1988,Population growth (annual %),SP.POP.GROW,3.52708553980729
Kenya,KEN,1987,Population growth (annual %),SP.POP.GROW,3.52696880389304
Kenya,KEN,1986,Population growth (annual %),SP.POP.GROW,3.5800083750048
Kenya,KEN,1985,Population growth (annual %),SP.POP.GROW,3.64262207395944
Kenya,KEN,1984,Population growth (annual %),SP.POP.GROW,3.67757870524855
Kenya,KEN,1983,Population growth (annual %),SP.POP.GROW,3.65320193175194
Kenya,KEN,1982,Population growth (annual %),SP.POP.GROW,3.57748566435714
Kenya,KEN,1981,Population growth (annual %),SP.POP.GROW,3.57517296207229
Kenya,KEN,1980,Population growth (annual %),SP.POP.GROW,3.54426236090347
Kenya,KEN,1979,Population growth (annual %),SP.POP.GROW,3.46501914434705
Kenya,KEN,1978,Population growth (annual %),SP.POP.GROW,3.44214036466766
Kenya,KEN,1977,Population growth (annual %),SP.POP.GROW,3.32017154246189
Kenya,KEN,1976,Population growth (annual %),SP.POP.GROW,3.24719801479584
Kenya,KEN,1975,Population growth (annual %),SP.POP.GROW,3.3228334998343
Kenya,KEN,1974,Population growth (annual %),SP.POP.GROW,3.38678136919723
Kenya,KEN,1973,Population growth (annual %),SP.POP.GROW,3.45251320661983
Kenya,KEN,1972,Population growth (annual %),SP.POP.GROW,3.47737996329827
Kenya,KEN,1971,Population growth (annual %),SP.POP.GROW,3.62867804375875
Kenya,KEN,1970,Population growth (annual %),SP.POP.GROW,3.84740523915883
Kenya,KEN,1969,Population growth (annual %),SP.POP.GROW,3.92315983423203
Kenya,KEN,1968,Population growth (annual %),SP.POP.GROW,3.9536741403055
Kenya,KEN,1967,Population growth (annual %),SP.POP.GROW,3.96686756505209
Kenya,KEN,1966,Population growth (annual %),SP.POP.GROW,3.98604523872044
Kenya,KEN,1965,Population growth (annual %),SP.POP.GROW,3.98207596273243
Kenya,KEN,1964,Population growth (annual %),SP.POP.GROW,3.92703224813929
Kenya,KEN,1963,Population growth (annual %),SP.POP.GROW,3.88372295387027
Kenya,KEN,1962,Population growth (annual %),SP.POP.GROW,3.82605158835613
Kenya,KEN,1961,Population growth (annual %),SP.POP.GROW,3.73009594178482
Kenya,KEN,2024,"Population, total",SP.POP.TOTL,56432944
Kenya,KEN,2023,"Population, total",SP.POP.TOTL,55339003
Kenya,KEN,2022,"Population, total",SP.POP.TOTL,54252461
Kenya,KEN,2021,"Population, total",SP.POP.TOTL,53219166
Kenya,KEN,2020,"Population, total",SP.POP.TOTL,52217334
Kenya,KEN,2019,"Population, total",SP.POP.TOTL,51202827
Kenya,KEN,2018,"Population, total",SP.POP.TOTL,50207107
Kenya,KEN,2017,"Population, total",SP.POP.TOTL,49197766
Kenya,KEN,2016,"Population, total",SP.POP.TOTL,48139687
Kenya,KEN,2015,"Population, total",SP.POP.TOTL,47088526
Kenya,KEN,2014,"Population, total",SP.POP.TOTL,46051440
Kenya,KEN,2013,"Population, total",SP.POP.TOTL,44986791
Kenya,KEN,2012,"Population, total",SP.POP.TOTL,43888303
Kenya,KEN,2011,"Population, total",SP.POP.TOTL,42758461
Kenya,KEN,2010,"Population, total",SP.POP.TOTL,41598567
Kenya,KEN,2009,"Population, total",SP.POP.TOTL,40408891
Kenya,KEN,2008,"Population, total",SP.POP.TOTL,39206351
Kenya,KEN,2007,"Population, total",SP.POP.TOTL,38036349
Kenya,KEN,2006,"Population, total",SP.POP.TOTL,36904008
Kenya,KEN,2005,"Population, total",SP.POP.TOTL,35796484
Kenya,KEN,2004,"Population, total",SP.POP.TOTL,34713455
Kenya,KEN,2003,"Population, total",SP.POP.TOTL,33652223
Kenya,KEN,2002,"Population, total",SP.POP.TOTL,32629808
Kenya,KEN,2001,"Population, total",SP.POP.TOTL,31619170
Kenya,KEN,2000,"Population, total",SP.POP.TOTL,30642890
Kenya,KEN,1999,"Population, total",SP.POP.TOTL,29733408
Kenya,KEN,1998,"Population, total",SP.POP.TOTL,28888057
Kenya,KEN,1997,"Population, total",SP.POP.TOTL,28101768
Kenya,KEN,1996,"Population, total",SP.POP.TOTL,27344211
Kenya,KEN,1995,"Population, total",SP.POP.TOTL,26601751
Kenya,KEN,1994,"Population, total",SP.POP.TOTL,25857130
Kenya,KEN,1993,"Population, total",SP.POP.TOTL,25117188
Kenya,KEN,1992,"Population, total",SP.POP.TOTL,24382460
Kenya,KEN,1991,"Population, total",SP.POP.TOTL,23646514
Kenya,KEN,1990,"Population, total",SP.POP.TOTL,22892651
Kenya,KEN,1989,"Population, total",SP.POP.TOTL,22118434
Kenya,KEN,1988,"Population, total",SP.POP.TOTL,21356219
Kenya,KEN,1987,"Population, total",SP.POP.TOTL,20616096
Kenya,KEN,1986,"Population, total",SP.POP.TOTL,19901646
Kenya,KEN,1985,"Population, total",SP.POP.TOTL,19201768
Kenya,KEN,1984,"Population, total",SP.POP.TOTL,18514906
Kenya,KEN,1983,"Population, total",SP.POP.TOTL,17846374
Kenya,KEN,1982,"Population, total",SP.POP.TOTL,17206175
Kenya,KEN,1981,"Population, total",SP.POP.TOTL,16601507
Kenya,KEN,1980,"Population, total",SP.POP.TOTL,16018459
Kenya,KEN,1979,"Population, total",SP.POP.TOTL,15460666
Kenya,KEN,1978,"Population, total",SP.POP.TOTL,14934126
Kenya,KEN,1977,"Population, total",SP.POP.TOTL,14428819
Kenya,KEN,1976,"Population, total",SP.POP.TOTL,13957623
Kenya,KEN,1975,"Population, total",SP.POP.TOTL,13511671
Kenya,KEN,1974,"Population, total",SP.POP.TOTL,13070078
Kenya,KEN,1973,"Population, total",SP.POP.TOTL,12634835
Kenya,KEN,1972,"Population, total",SP.POP.TOTL,12206060
Kenya,KEN,1971,"Population, total",SP.POP.TOTL,11788904
Kenya,KEN,1970,"Population, total",SP.POP.TOTL,11368791
Kenya,KEN,1969,"Population, total",SP.POP.TOTL,10939695
Kenya,KEN,1968,"Population, total",SP.POP.TOTL,10518823
Kenya,KEN,1967,"Population, total",SP.POP.TOTL,10111057
Kenya,KEN,1966,"Population, total",SP.POP.TOTL,9717816
Kenya,KEN,1965,"Population, total",SP.POP.TOTL,9338078
Kenya,KEN,1964,"Population, total",SP.POP.TOTL,8973535
Kenya,KEN,1963,"Population, total",SP.POP.TOTL,8627971
Kenya,KEN,1962,"Population, total",SP.POP.TOTL,8299308
Kenya,KEN,1961,"Population, total",SP.POP.TOTL,7987770
Kenya,KEN,1960,"Population, total",SP.POP.TOTL,7695307
Kenya,KEN,2024,Urban population growth (annual %),SP.URB.GROW,2.77842851424254
Kenya,KEN,2023,Urban population growth (annual %),SP.URB.GROW,2.62438320012559
Kenya,KEN,2022,Urban population growth (annual %),SP.URB.GROW,2.37850108910584
Kenya,KEN,2021,Urban population growth (annual %),SP.URB.GROW,2.16149826618772
Kenya,KEN,2020,Urban population growth (annual %),SP.URB.GROW,2.01580298696557
Kenya,KEN,2019,Urban population growth (annual %),SP.URB.GROW,1.31045798383375
Kenya,KEN,2018,Urban population growth (annual %),SP.URB.GROW,1.57205418501422
Kenya,KEN,2017,Urban population growth (annual %),SP.URB.GROW,1.81999315235204
Kenya,KEN,2016,Urban population growth (annual %),SP.URB.GROW,1.94412145361079
Kenya,KEN,2015,Urban population growth (annual %),SP.URB.GROW,2.04018104498774
Kenya,KEN,2014,Urban population growth (annual %),SP.URB.GROW,2.21549991077264
Kenya,KEN,2013,Urban population growth (annual %),SP.URB.GROW,2.39872663926224
Kenya,KEN,2012,Urban population growth (annual %),SP.URB.GROW,2.5717228924631
Kenya,KEN,2011,Urban population growth (annual %),SP.URB.GROW,2.73779688271802
Kenya,KEN,2010,Urban population growth (annual %),SP.URB.GROW,2.93617401354433
Kenya,KEN,2009,Urban population growth (annual %),SP.URB.GROW,4.40310193825008
Kenya,KEN,2008,Urban population growth (annual %),SP.URB.GROW,6.28889550218273
Kenya,KEN,2007,Urban population growth (annual %),SP.URB.GROW,7.8458556237938
Kenya,KEN,2006,Urban population growth (annual %),SP.URB.GROW,9.14439701229176
Kenya,KEN,2005,Urban population growth (annual %),SP.URB.GROW,10.1131082131285
Kenya,KEN,2004,Urban population growth (annual %),SP.URB.GROW,10.6662617840932
Kenya,KEN,2003,Urban population growth (annual %),SP.URB.GROW,10.5971298300691
Kenya,KEN,2002,Urban population growth (annual %),SP.URB.GROW,9.84861673180671
Kenya,KEN,2001,Urban population growth (annual %),SP.URB.GROW,8.08126107405697
Kenya,KEN,2000,Urban population growth (annual %),SP.URB.GROW,5.22969394374177
Kenya,KEN,1999,Urban population growth (annual %),SP.URB.GROW,3.67029757104697
Kenya,KEN,1998,Urban population growth (annual %),SP.URB.GROW,3.40933422821033
Kenya,KEN,1997,Urban population growth (annual %),SP.URB.GROW,3.24851893721865
Kenya,KEN,1996,Urban population growth (annual %),SP.URB.GROW,3.17346705041584
Kenya,KEN,1995,Urban population growth (annual %),SP.URB.GROW,3.20470653479496
Kenya,KEN,1994,Urban population growth (annual %),SP.URB.GROW,3.25467505681228
Kenya,KEN,1993,Urban population growth (annual %),SP.URB.GROW,3.34712910894813
Kenya,KEN,1992,Urban population growth (annual %),SP.URB.GROW,3.51212921383512
Kenya,KEN,1991,Urban population growth (annual %),SP.URB.GROW,3.79911332332991
Kenya,KEN,1990,Urban population growth (annual %),SP.URB.GROW,4.15420455429952
Kenya,KEN,1989,Urban population growth (annual %),SP.URB.GROW,4.38348074525551
Kenya,KEN,1988,Urban population growth (annual %),SP.URB.GROW,4.55135904873456
Kenya,KEN,1987,Urban population growth (annual %),SP.URB.GROW,4.6984528153618
Kenya,KEN,1986,Urban population growth (annual %),SP.URB.GROW,4.89793518367043
Kenya,KEN,1985,Urban population growth (annual %),SP.URB.GROW,5.10677750223781
Kenya,KEN,1984,Urban population growth (annual %),SP.URB.GROW,5.28812166041642
Kenya,KEN,1983,Urban population growth (annual %),SP.URB.GROW,5.41080298118842
Kenya,KEN,1982,Urban population growth (annual %),SP.URB.GROW,5.48337800094727
Kenya,KEN,1981,Urban population growth (annual %),SP.URB.GROW,5.63093321784693
Kenya,KEN,1980,Urban population growth (annual %),SP.URB.GROW,5.78461257547218
Kenya,KEN,1979,Urban population growth (annual %),SP.URB.GROW,6.32442847662379
Kenya,KEN,1978,Urban population growth (annual %),SP.URB.GROW,7.18110076302916
Kenya,KEN,1977,Urban population growth (annual %),SP.URB.GROW,7.78392424298007
Kenya,KEN,1976,Urban population growth (annual %),SP.URB.GROW,8.29036684658343
Kenya,KEN,1975,Urban population growth (annual %),SP.URB.GROW,8.77288075752945
Kenya,KEN,1974,Urban population growth (annual %),SP.URB.GROW,9.03016449864966
Kenya,KEN,1973,Urban population growth (annual %),SP.URB.GROW,9.02169486790857
Kenya,KEN,1972,Urban population growth (annual %),SP.URB.GROW,8.6412548883775
Kenya,KEN,1971,Urban population growth (annual %),SP.URB.GROW,7.99278409358356
Kenya,KEN,1970,Urban population growth (annual %),SP.URB.GROW,6.99820639759461
Kenya,KEN,1969,Urban population growth (annual %),SP.URB.GROW,6.21804630296527
Kenya,KEN,1968,Urban population growth (annual %),SP.URB.GROW,5.90052135856112
Kenya,KEN,1967,Urban population growth (annual %),SP.URB.GROW,5.66687755812141
Kenya,KEN,1966,Urban population growth (annual %),SP.URB.GROW,5.56713698530358
Kenya,KEN,1965,Urban population growth (annual %),SP.URB.GROW,5.58170183080245
Kenya,KEN,1964,Urban population growth (annual %),SP.URB.GROW,5.69196071359647
Kenya,KEN,1963,Urban population growth (annual %),SP.URB.GROW,5.96133299300179
Kenya,KEN,1962,Urban population growth (annual %),SP.URB.GROW,6.14773980043445
Kenya,KEN,1961,Urban population growth (annual %),SP.URB.GROW,6.15871970377133
Kenya,KEN,2024,Urban population,SP.URB.TOTL,17998601
Kenya,KEN,2023,Urban population,SP.URB.TOTL,17505406
Kenya,KEN,2022,Urban population,SP.URB.TOTL,17051973
Kenya,KEN,2021,Urban population,SP.URB.TOTL,16651177
Kenya,KEN,2020,Urban population,SP.URB.TOTL,16295124
Kenya,KEN,2019,Urban population,SP.URB.TOTL,15969935
Kenya,KEN,2018,Urban population,SP.URB.TOTL,15762021
Kenya,KEN,2017,Urban population,SP.URB.TOTL,15516171
Kenya,KEN,2016,Urban population,SP.URB.TOTL,15236332
Kenya,KEN,2015,Urban population,SP.URB.TOTL,14942980
